RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~78~Q46~TOC10~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-64.896335 18.335765),C01,TOC10,Q46,78,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~51~Q46~TOC10~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C01,TOC10,Q46,51,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~53~Q10~TSC10~AGE~SEX,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,44.1,44.1,,,42.5,45.7,Age Group,Overall,Sex,Male,POINT (-120.47001078999972 47.52227862900048),C03,TSC10,Q10,53,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~78~Q20~TSC03~AGE~OVERALL,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,25.8,25.8,,,14.7,41.2,Age Group,Overall,,,POINT (-64.896335 18.335765),C03,TSC03,Q20,78,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~78~Q19~TSC04~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C03,TSC04,Q19,78,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q07~TOC05~AGE~SEX,2022,2022,WEST,West,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,76.5,76.5,,,74.6,78.2,Age Group,65 years or older,Sex,Female,,C01,TOC05,Q07,9004,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~9004~Q09~TSC09~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,47.4,47.4,,,34.1,61.1,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,C03,TSC09,Q09,9004,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~51~Q13~TNC04~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,35.8,35.8,,,32.4,39.3,Age Group,65 years or older,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C02,TNC04,Q13,51,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~54~Q08~TOC01~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-80.71264013499967 38.66551020200046),C01,TOC01,Q08,54,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~54~Q21~TAC03~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,7.4,7.4,,,5.6,9.8,Age Group,50-64 years,Sex,Female,POINT (-80.71264013499967 38.66551020200046),C04,TAC03,Q21,54,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~55~Q12~TSC01~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,73.2,73.2,,,70.7,75.5,Age Group,65 years or older,,,POINT (-89.81637074199966 44.39319117400049),C03,TSC01,Q12,55,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~51~Q35~TOC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.1,6.1,,,5.5,6.6,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC03,Q35,51,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~55~Q33~TOC08~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,84.1,84.1,,,82.3,85.8,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C01,TOC08,Q33,55,AGE,5064,RACE,WHT
BRFSS~2022~2022~53~Q10~TSC10~AGE~RACE,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,31.7,31.7,,,23.0,42.0,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C03,TSC10,Q10,53,AGE,5064,RACE,ASN
BRFSS~2022~2022~51~Q17~TAC01~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,12.3,12.3,,,11.1,13.6,Age Group,Overall,,,POINT (-78.45789046299967 37.54268067400045),C04,TAC01,Q17,51,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~53~Q17~TAC01~AGE~RACE,2022,2022,WA,Washington,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,6.2,6.2,,,3.7,10.3,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C04,TAC01,Q17,53,AGE,5064,RACE,ASN
BRFSS~2022~2022~51~Q39~TGC04~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,38.0,38.0,,,33.9,42.3,Age Group,Overall,,,POINT (-78.45789046299967 37.54268067400045),C07,TGC04,Q39,51,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~50~Q20~TSC03~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),C03,TSC03,Q20,50,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~55~Q16~TNC03~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-89.81637074199966 44.39319117400049),C02,TNC03,Q16,55,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q18~TSC08~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,52.3,52.3,,,49.1,55.6,Age Group,Overall,Race/Ethnicity,Hispanic,,C03,TSC08,Q18,9004,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~9004~Q03~TMC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,8.4,8.4,,,7.6,9.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,C05,TMC01,Q03,9004,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~78~Q11~TSC11~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-64.896335 18.335765),C03,TSC11,Q11,78,AGE,5064,RACE,BLK
BRFSS~2022~2022~50~Q27~TMC03~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,25.7,25.7,,,23.6,27.8,Age Group,Overall,Sex,Female,POINT (-72.51764079099962 43.62538123900049),C05,TMC03,Q27,50,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2022~2022~55~Q40~TGC05~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,%,PRCTG,Percentage,21.2,21.2,**,Estimate is not comparable to those generated using data from years prior to 2019 due to survey question changes,17.2,25.9,Age Group,Overall,Sex,Male,POINT (-89.81637074199966 44.39319117400049),C07,TGC05,Q40,55,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~78~Q27~TMC03~AGE~OVERALL,2022,2022,VI,Virgin Islands,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,,,POINT (-64.896335 18.335765),C05,TMC03,Q27,78,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~53~Q33~TOC08~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,64.4,64.4,,,51.5,75.5,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-120.47001078999972 47.52227862900048),C01,TOC08,Q33,53,AGE,5064,RACE,NAA
BRFSS~2022~2022~9004~Q12~TSC01~AGE~OVERALL,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,68.6,68.6,,,66.6,70.6,Age Group,65 years or older,,,,C03,TSC01,Q12,9004,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~78~Q35~TOC03~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Sex,Female,POINT (-64.896335 18.335765),C01,TOC03,Q35,78,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~51~Q43~TOC11~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,50.6,50.6,,,47.2,54.1,Age Group,65 years or older,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C01,TOC11,Q43,51,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~53~Q15~TSC02~AGE~RACE,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,57.0,57.0,,,50.7,63.1,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),C03,TSC02,Q15,53,AGE,5064,RACE,HIS
BRFSS~2022~2022~78~Q08~TOC01~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C01,TOC01,Q08,78,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~78~Q13~TNC04~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,37.5,37.5,,,19.8,59.3,Age Group,50-64 years,Sex,Male,POINT (-64.896335 18.335765),C02,TNC04,Q13,78,AGE,5064,SEX,MALE
BRFSS~2022~2022~9004~Q32~TOC07~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,31.3,31.3,,,28.1,34.8,Age Group,50-64 years,Race/Ethnicity,Hispanic,,C01,TOC07,Q32,9004,AGE,5064,RACE,HIS
BRFSS~2022~2022~78~Q21~TAC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C04,TAC03,Q21,78,AGE,5064,RACE,ASN
BRFSS~2022~2022~78~Q18~TSC08~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C03,TSC08,Q18,78,AGE,5064,RACE,ASN
BRFSS~2022~2022~54~Q45~TOC13~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-80.71264013499967 38.66551020200046),C01,TOC13,Q45,54,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~78~Q18~TSC08~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-64.896335 18.335765),C03,TSC08,Q18,78,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~51~Q20~TSC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C03,TSC03,Q20,51,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~9004~Q16~TNC03~AGE~OVERALL,2022,2022,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,25.9,25.9,,,24.6,27.2,Age Group,65 years or older,,,,C02,TNC03,Q16,9004,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~53~Q39~TGC04~AGE~RACE,2022,2022,WA,Washington,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),C07,TGC04,Q39,53,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~51~Q32~TOC07~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,17.5,17.5,,,15.3,20.0,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC07,Q32,51,AGE,5064,RACE,WHT
BRFSS~2022~2022~53~Q03~TMC01~AGE~RACE,2022,2022,WA,Washington,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,6.2,6.2,,,4.1,9.3,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C05,TMC01,Q03,53,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~53~Q36~TGC01~AGE~RACE,2022,2022,WA,Washington,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,%,PRCTG,Percentage,16.4,16.4,,,11.6,22.7,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C07,TGC01,Q36,53,AGE,5064,RACE,ASN
BRFSS~2022~2022~54~Q19~TSC04~AGE~OVERALL,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,87.3,87.3,,,84.6,89.7,Age Group,50-64 years,,,POINT (-80.71264013499967 38.66551020200046),C03,TSC04,Q19,54,AGE,5064,OVERALL,OVERALL
